"Mouse_ID","Code","Transect","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","longitude","latitude","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","REGion","SRY1","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI","farm","Feces_g","year","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","comments","PBS_dil_in_mL","OPG","Ncells","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","observer","n18S_Seq","COI_Seq","ORF470_Seq","eimeriaSpecies","PCRstatus"
"AA_0421","HOPPE5","HZ_BR","M",13.6686,52.4936,2017,"d",NA,"d","d","d","d","d","d","100",NA,"100/125","100","100","100","mm",NA,"dm","dd","dd","dd","HI 12",0.176470588,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died in cage. Small protocol ",15.92,77.13,88.98,"Mus musculus","16-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pappelweg 5 Münchehofe","adult","Czech",NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.636884381104954,"13.668652.4936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative","negative"
"AA_0422","LETS38","HZ_BR","M",14.321733,52.650566,2017,"d","m","m","m","m","m","m","m","94",NA,"125","120","70","80","dd",NA,"mm","mm","mm","mm","HI 13",0.833333333,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.88,80.69,71.77,"Mus musculus","16-09-17",NA,NA,"0.0366",NA,"0.0235",119,NA,NA,0,0,0,0,0,52.650566,14.321733,"Wriezenerstrasse 38 15324 Letschin","adult","Czech",0.0762,0.0775,NA,NA,NA,NA,NA,"0.29","FALSE",TRUE,0,0,0,NA,NA,0,0,1,0,0,0,0.643675137368366,"14.32173352.650566",0.29,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-12.2,-13.25,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0423","LETS38","HZ_BR","M",14.321733,52.650566,2017,"d","m","m","m","m","m","m","m","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm","HI 14",0.85,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",17.24,82.22,75.58,"Mus musculus","16-09-17",NA,NA,"0.0346",NA,"0.0192",0.1239,NA,NA,0,0,0,0,0,52.650566,14.321733,"Wriezenerstrasse 38 15324 Letschin","adult","Czech",0.0785,0.0831,NA,NA,NA,NA,NA,"0.27","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.645718959769455,"14.32173352.650566",0.27,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,NA,0.1,0,8,-12.98,-5.025,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0424","GROSBA7","HZ_BR","F",14.2775,52.6867,2017,"d",NA,"mm","mm","mm","mm","mm","mm","94/100","95","125","120","70/100","80","dm","mm","mm","mm","dm","mm","HI 13",0.88,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",21.28,85.97,75.35,"Mus musculus","16-09-17",NA,NA,"0.0268",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim)","pregnant","Czech",NA,NA,NA,NA,NA,"0",4,"1.11","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.686521949742629,"14.277552.6867",1.11,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-7.25,-4.555,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0425","GROSBA7","HZ_BR","F",14.2775,52.6867,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm","HI 13",0.84,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",12.48,73.42,71.5,"Mus musculus","16-09-17",NA,NA,"0.0211",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim)","adult","Czech",NA,NA,0.0034,0.0028,0.0062,"0",0,"0.16","FALSE",TRUE,0,0,0,NA,NA,0,0,3,0,0,0,0.587526067436419,"14.277552.6867",0.16,2017,"Alice","June2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-13.22,-7.375,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0426","LETS38","HZ_BR","M",14.321733,52.650566,2017,"d","m","m","m","m","d","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm","HI 14",0.9,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.91,79.85,76.04,"Mus musculus","16-09-17",NA,NA,"0.0183",NA,"0.0193",0.1778,NA,NA,0,0,0,0,0,52.650566,14.321733,"Wriezenerstrasse 38 15324 Letschin","adult","Czech",0.0648,0.0687,NA,NA,NA,NA,NA,"0.35","TRUE",TRUE,0,0,0,NA,NA,0,0,4,0,0,0,0.645618356410542,"14.32173352.650566",0.35,2017,"Alice","June2018",0,0,0,0,0,0,0,0,0,"",1,0,8,-9.26,-19.26,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0427","GROSBA7","HZ_BR","M",14.2775,52.6867,2017,"d","m","m","m","m",NA,"m","m","100","95","100/125","120","100","80","mm","mm","dm","mm","dd","mm","HI 13",0.789473684,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,1,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",17.97,82.64,80.03,"Mus musculus","16-09-17",NA,NA,"0.04",NA,"0.0244",0.1106,NA,NA,0,0,0,0,0,NA,NA,"Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim)","adult","Czech",0.0774,0.0793,NA,NA,NA,NA,NA,"0.62","FALSE",TRUE,0,0,0,NA,NA,0,0,11,1,0,0,0.65436804658321,"14.277552.6867",0.62,2017,"Alice","June2018",1,1,0,0,0,0,0,0,0.25,"",0.1,40322.5806451613,8,-10.89,-6.13,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0428","GROSBA7","HZ_BR","F",14.2775,52.6867,2017,"d",NA,"mm","mm","mm",NA,"mm","mm","100","95","100/125","120","100","80","mm","mm","dm","mm","dd","mm","HI 12",0.826086957,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",11,71.29,71.82,"Mus musculus","16-09-17",NA,NA,"0.0168",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim)","young","Czech",NA,NA,NA,NA,NA,"0",0,"1.19","FALSE",TRUE,0,0,0,NA,NA,0,0,9,0,0,0,0.561994929214584,"14.277552.6867",1.19,2017,"Alice","March2018",7,7,6,6,8,5,9,7,6.875,NA,0.1,577731.092436975,8,-6.3,-1.13,"Lorenzo","positive","positive","positive","E_ferrisi","positive"
"AA_0429","GROSBA7","HZ_BR","M",14.2775,52.6867,2017,NA,"m","m","m","m",NA,"m",NA,"100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm","HI 11",1,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",11.67,71.45,76.94,"Mus musculus","16-09-17",NA,NA,"0.0245",NA,"4",0.0073,NA,NA,0,0,0,0,0,NA,NA,"Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim)","young","Czech",0.0421,0.0458,NA,NA,NA,NA,NA,"0.81","TRUE",TRUE,0,0,0,NA,NA,0,0,34,0,0,0,0.575549930296271,"14.277552.6867",0.81,2017,"Alice","March2018",7,7,7,7,4,4,3,5,5.5,NA,0.1,679012.345679012,8,-9.88,-2.495,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0430","GROSBA7","HZ_BR","M",14.2775,52.6867,2017,"d","m","m","m","m",NA,"m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm","HI 13",0.947368421,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",10.31,69.68,68.81,"Mus musculus","16-09-17",NA,NA,"0.0164",NA,"0.0052",0.0059,NA,NA,0,0,0,0,0,NA,NA,"Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim)","adult","Czech",0.0378,0.0387,NA,NA,NA,NA,NA,"0.64","FALSE",TRUE,0,0,0,NA,NA,0,0,10,0,0,0,0.549755406204338,"14.277552.6867",0.64,2017,"Alice","March2018",113,116,94,103,86,87,100,85,98,NA,0.1,15312500,8,-11.51,-7.96,"Lorenzo","positive","positive","positive","E_ferrisi","positive"
"AA_0431","KLEINB18","HZ_BR","M",14.2769,52.6778,2017,"d","m","m","m","m",NA,"m","m","100","95","125","100/120","70","80","mm","mm","mm","dm","mm","mm","HI 13",0.894736842,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",12.98,73.32,70.77,"Mus musculus","16-09-17",NA,NA,"0.0288",NA,"0.0087",0.0223,NA,NA,0,0,0,0,0,NA,NA,"Kleinbarmim 28 15320 Alt-Barmim","adult","Czech",0.0528,0.0543,NA,NA,NA,NA,NA,"0.68","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.596858936964865,"14.276952.6778",0.68,2017,"Alice","March2018",8,7,4,4,9,6,6,4,6,"",0.1,882352.94117647,8,-8.47,-4.985,"Lorenzo","positive","positive","positive","E_ferrisi","positive"
"AA_0432","HOPPE5","HZ_BR","F",13.6686,52.4936,2017,"d",NA,"dd","dd","dd",NA,"dd","dd","94","100","100","100","90/100","100","dd","dd","dd","dd","dm","dd","HI 12",0.043478261,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",11.54,73.92,85.25,"Mus musculus","16-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Pappelweg 5 Münchehofe","adult","Czech",NA,NA,0.0011,8e-04,0.0019,"0",0,"0.48","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.568400808969798,"13.668652.4936",0.48,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-8.91,-3.68,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0433","KLEINB25","HZ_BR","F",14.2733,52.6817,2017,"d",NA,"mm","mm","mm",NA,"mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm","HI 12",0.913043478,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died in cage. Small protocol ",12.23,79.78,68.53,"Mus musculus","16-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kleinbarmim 28 15320 Alt-Barmim","adult","Czech",NA,NA,NA,NA,NA,NA,NA,"0.01","FALSE",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.571759750414556,"14.273352.6817",0.01,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,NA,NA,NA,"negative","negative","negative","Negative","negative"
"AA_0434","WICH28","HZ_BR","M",13.6422,53.2375,2017,"d","m","m","m","d",NA,"m","m","100","95","100/125","120","70","100","mm","mm","dm","mm","mm","dd","HI 13",0.736842105,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",13.07,73.8,51.59,"Mus musculus","16-09-17",NA,NA,"0.0353",NA,"0.0158",0.0781,NA,NA,1,0,0,0,0,NA,NA,"Dorfstrasse 28 Wichmanndorf 17268","adult","Czech",55,0.0562,NA,NA,NA,NA,NA,"0.16","TRUE",TRUE,0,0,0,NA,NA,0,0,2,1,1,0,0.597559907930812,"13.642253.2375",0.16,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-7.3,-4.935,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0435","WICH28","HZ_BR","M",13.6422,53.2375,2017,"d","m","m","m","m",NA,"m","m","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm","HI 13",0.842105263,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",18.13,79.04,57.54,"Mus musculus","16-09-17",NA,NA,"0.0943",NA,"0.0162",0.1021,NA,NA,0,0,6,0,0,NA,NA,"Dorfstrasse 28 Wichmanndorf 17268","adult","Czech",0.0621,0.0641,NA,NA,NA,NA,NA,"0.69","FALSE",TRUE,0,0,0,NA,NA,6,0,56,0,0,0,0.663066016102863,"13.642253.2375",0.69,2017,"Alice","June2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.53,-5.37,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0436","WUGG","HZ_BR","F",14.2606,52.0875,2017,"d",NA,"mm","mm","mm",NA,"mm","mm","100","95","125","100/120","100","80/100","mm","mm","mm","dm","dd","dm","HI 12",0.782608696,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.31,79.01,73.68,"Mus musculus","16-09-17",NA,NA,"0.0678",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Friedländer Ausbau, 15848 Friedland, Germany","adult","Czech",NA,NA,0.0046,0.0049,NA,"0",0,"0.64","FALSE",TRUE,0,0,0,NA,NA,0,0,0,1,0,0,0.638913116927774,"14.260652.0875",0.64,2017,"Alice","March2018",5,6,4,9,4,3,4,8,5.375,"",0.1,839843.75,8,-2.64,-1.175,"Lorenzo","positive","positive","positive","Double_tbd","positive"
"AA_0437","HOPPE5","HZ_BR","M",13.6686,52.4936,2017,"d","m","d","d","d",NA,"d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0.052631579,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5.5,53.78,64.5,"Mus musculus","16-09-17",NA,NA,"0.0068",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Pappelweg 5 Münchehofe","young","Czech",NA,NA,NA,NA,NA,NA,NA,"0.1","FALSE",TRUE,0,0,0,NA,NA,0,0,4,0,0,0,0.427801798289994,"13.668652.4936",0.1,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-12.08,-12.24,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0438","PAPP1","HZ_BR","M",13.6506,53.2108,2017,"d","m","m","m","m",NA,"m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm","HI 13",0.947368421,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",10.87,67.91,59.4,"Mus musculus","16-09-17",NA,NA,"0.0253",NA,"0.0062",NA,NA,NA,0,0,0,0,0,NA,NA,"Pappelwerder 1 Papp1","adult","Czech",0.0375,0.0399,NA,NA,NA,NA,NA,"0.32","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.565647941763855,"13.650653.2108",0.32,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-13.41,-10.39,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0439","AHR19","HZ_BR","M",14.0756,52.1736,2017,"d","m","m","m","m",NA,"d","m","100","95","125","100/120","90/100","100","mm","mm","mm","dm","dm","dd","HI 13",0.684210526,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",17.88,81.9,80.82,"Mus musculus","16-09-17",NA,NA,"0.0438",NA,"0.0202",0.1434,NA,NA,0,0,0,0,0,NA,NA,"Lindenstraße 19, 15848 Beeskow, Germany","adult","Czech",0.0594,0.0602,NA,NA,NA,NA,NA,"0.49","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.654564392303511,"14.075652.1736",0.49,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.89,NA,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0440","WUGG","HZ_BR","F",14.2606,52.0875,2017,"d",NA,"mm","mm","mm",NA,"mm","mm","100","95","125","100/120","100","80","mm","mm","mm","dm","dd","mm","HI 12",0.826086957,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",20.71,91.6,79.56,"Mus musculus","16-09-17",NA,NA,"0.0828",NA,NA,NA,NA,NA,4,0,0,0,0,NA,NA,"Friedländer Ausbau, 15848 Friedland, Germany","adult","Czech",NA,NA,0.0044,0.0062,0.0106,"0",0,"0.81","TRUE",TRUE,0,0,0,NA,NA,0,0,0,0,4,0,0.670871673113551,"14.260652.0875",0.81,2017,"Alice","June2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-12.61,-5,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0441","WUGG","HZ_BR","F",14.2606,52.0875,2017,"d",NA,"mm","mm","mm",NA,"mm","mm","100","95","125","100/120","90/100","80","mm","mm","mm","dm","dm","mm","HI 12",0.869565217,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",13.8,76.45,73.74,"Mus musculus","16-09-17",NA,NA,"0.0459",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Friedländer Ausbau, 15848 Friedland, Germany","adult","Czech",NA,NA,0.0031,0.0025,0.0056,"0",0,"0.11","FALSE",TRUE,0,0,0,NA,NA,0,0,0,3,0,0,0.605231342418534,"14.260652.0875",0.11,2017,"Alice","June2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-5,-5.68,"Lorenzo","positive","positive","positive","E_ferrisi","positive"
"AA_0442","SCHAD5","HZ_BR","M",14.2697,52.0439,2017,"d","m","m","m","m",NA,"m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.947368421,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.35,77.39,80.3,"Mus musculus","16-09-17",NA,NA,"0.0249",NA,"0.0181",0.1143,NA,NA,0,0,0,0,0,NA,NA,"Schadow 5 dorfstrasse","adult","Czech",0.0578,0.0605,NA,NA,NA,NA,NA,"0.43","FALSE",TRUE,0,0,0,NA,NA,0,0,43,0,0,0,0.628007569346966,"14.269752.0439",0.43,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-12.59,-11.57,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0443","WUGG","HZ_BR","M",14.2606,52.0875,2017,"d","m","m","m","m",NA,"m","m","100","95","125","100/120","70/100","80","mm","mm","mm","dm","dm","mm","HI 13",0.842105263,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",18.96,85.31,74.68,"Mus musculus","16-09-17",NA,NA,"36",NA,"0.0247",0.16,NA,NA,0,0,0,0,0,NA,NA,"Friedländer Ausbau, 15848 Friedland, Germany","adult","Czech",0.0764,0.0795,NA,NA,NA,NA,NA,"0.26","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.661749545009082,"14.260652.0875",0.26,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-11.89,-10.46,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0444","SCHAD5","HZ_BR","F",14.2697,52.0439,2017,"d",NA,"mm","mm","dd",NA,"mm","mm","100","95","125","100/120","90","80","mm","mm","mm","dm","mm","mm","HI 12",0.826086957,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",11.48,75.92,75.35,"Mus musculus","16-09-17",NA,NA,"0.0179",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Schadow 5 dorfstrasse","adult","Czech",NA,NA,0.0018,0.0022,4,"0",0,"0.68","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.563692075144766,"14.269752.0439",0.68,2017,"Alice","March2018",0,0,0,0,0,0,0,0,0,"",0.1,0,8,-15.55,-11.52,"Lorenzo","negative","negative","negative","Negative","negative"
"AA_0445","NIEW25","HZ_BR","F",14.2272,52.0753,2017,"m",NA,"mm","mm","mm",NA,"mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd","HI 12",0.913043478,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.61,80.85,78.89,"Mus musculus","16-09-17",NA,NA,"35",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Niewisch 25, 15848 Friedland, Germany","adult","Czech",NA,NA,0.0028,0.0051,0.0079,"0",0,"0.56","FALSE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.639714007036389,"14.227252.0753",0.56,2017,"Alice","March2018",69,69,66,63,69,69,66,63,66.75,"",0.1,11919642.8571429,8,-12.69,-3.17,"Lorenzo","negative","positive","positive","E_falciformis","positive"
"AA_0446","GROSBA7","HZ_BR","M",14.2775,52.6867,2017,"d","m","m","m","m",NA,"m","m","100","95","100","120","70/90","80","mm","mm","dd","mm","mm","mm","HI 13",0.842105263,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",8.89,69.46,66.28,"Mus musculus","16-09-17",NA,NA,"0.03",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,"Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim)","adult","German",NA,NA,NA,NA,NA,NA,NA,"0.23","TRUE",FALSE,0,0,0,NA,NA,0,0,0,0,0,0,0.515221720197111,"14.277552.6867",0.23,2017,"Alice","March2018",88,88,80,87,118,103,75,108,93.375,NA,0.1,40597826.0869565,8,-10.6,-3.53,"Lorenzo","positive","positive","positive","E_ferrisi","positive"
